,name,main_category,sub_category,brand,number,tags,price,rating,rating_num,season,gender,like,view,sale,coordi,age18,age19_23,age24_28,age29_33,age34_39,age40,man,woman,img
765,TSHIRT BELLE DE JOUR_GREY GREEN,상의,반소매 티셔츠,MARDI MERCREDI,MM20TS009,"['그래픽', '티셔츠']","42,000원",4.9,8197,2020 S/S,['여'],"1,757",6.1천 회 이상,800개 이상,"['홈웨어', '캐주얼']",36%,17%,14%,8%,7%,18%,13%,87%,https://image.msscdn.net/images/goods_img/20200701/1503346/1503346_1_500.jpg?t=20220401110908
766,[패키지] 헤비 더블체인 반팔티셔츠 2pack KHST7398,상의,반소매 티셔츠,WV PROJECT,1915203,"['무지반팔', '무지티', '반팔', '반팔티', '오버핏', '오버핏반팔']","45,800원",4.8,837,2020 S/S,['남'],"1,705",3.2천 회 이상,800개 이상,,17%,22%,25%,19%,8%,9%,68%,32%,https://image.msscdn.net/images/goods_img/20200429/1427094/1427094_1_500.jpg?t=20200429094827
767,우먼즈 리브드 슬림 핏 반팔 티셔츠 [화이트],상의,반소매 티셔츠,MUSINSA STANDARD,MWJTS204-WH,"['기본티', '무신사스탠다드우먼즈', '여름옷', '베이식', '타이트티', 'MU-T']","13,900원",4.7,1562,,['여'],"2,476",2.5천 회 이상,800개 이상,['캐주얼'],20%,31%,27%,12%,4%,6%,4%,96%,https://image.msscdn.net/images/goods_img/20200410/1396885/1396885_3_500.jpg?t=20210329165940
768,[COOLTECH] 쿨링코튼 오버핏 티셔츠_SPRWC38U19,상의,반소매 티셔츠,SPAO,SPRWC38U19,['쿨테크'],"19,900원",4.8,776,2021 S/S,['남'],764,1.6천 회 이상,800개 이상,,90%,3%,5%,2%,0%,0%,71%,29%,https://image.msscdn.net/images/goods_img/20210326/1866029/1866029_2_500.png?t=20220707162224
769,ACDC GUITAR (BRENT2099),상의,반소매 티셔츠,BRAVADO,B2099,"['반팔티셔츠', '그래픽', '그래픽티셔츠', '티셔츠', '반팔티', '반팔']","38,000원",4.8,275,2021 S/S,['남'],"2,935",5.7천 회 이상,800개 이상,['스트릿'],38%,34%,14%,5%,3%,6%,63%,37%,https://image.msscdn.net/images/goods_img/20210427/1923591/1923591_1_500.jpg?t=20210427175603
770,남자여자  오버핏 무지 레이어드 반팔티 화이트,상의,반소매 티셔츠,DEMARC,20SMTS-05,"['레이어드반팔티', '무지반팔티', '오버핏반팔티']","19,000원",4.8,210,2020 S/S,['여'],"1,783",2.4천 회 이상,800개 이상,,28%,25%,17%,10%,6%,14%,40%,60%,https://image.msscdn.net/images/goods_img/20200610/1480505/1480505_4_500.jpg?t=20200610161524
771,MIL SERIES TEE(U.S. ARMY)_WHITE,상의,반소매 티셔츠,OUTSTANDING,OSTD219,"['반팔', '여름반팔', '로고티셔츠', '오버핏', '티셔츠', '반팔티', '그래픽', '최겨울PICK']","43,000원",4.9,787,2022 S/S,['남'],"1,111",5.2천 회 이상,800개 이상,['캐주얼'],15%,26%,29%,17%,7%,6%,92%,8%,https://image.msscdn.net/images/goods_img/20220407/2472409/2472409_1_500.jpg?t=20220413151420
772,TSHIRT DIAMANT_BLACK,상의,반소매 티셔츠,MARDI MERCREDI,430742,[],"45,000원",4.9,197,2022 S/S,['여'],"1,210",6.1천 회 이상,800개 이상,,26%,10%,13%,12%,11%,28%,8%,92%,https://image.msscdn.net/images/goods_img/20220329/2453483/2453483_1_500.jpg?t=20220331173823
773,Championship Varsity Tee White Melange,상의,반소매 티셔츠,SCULPTOR,SC21S244GY,"['반팔티셔츠', '티셔츠', '여름반팔티', '반팔', '반팔티', '라운드티', '로고티셔츠']","39,000원",4.8,783,2021 S/S,"['남', '여']","3,538",6.1천 회 이상,800개 이상,['캐주얼'],33%,39%,18%,4%,2%,4%,4%,96%,https://image.msscdn.net/images/goods_img/20210416/1904151/1904151_3_500.jpg?t=20210429141218
774,하트 스몰로고 컴포터블핏 반팔 티셔츠 NY (Ivory),상의,반소매 티셔츠,MLB,3ATSH1023-50IVS,"['22S/S신상품', '반팔티컬렉션']","49,000원",4.8,291,2022 S/S,"['남', '여']","2,346",8천 회 이상,800개 이상,,27%,29%,22%,9%,4%,9%,33%,67%,https://image.msscdn.net/images/goods_img/20220114/2308822/2308822_1_500.jpg?t=20220114154649
775,22SS 수피마 쿨맥스 티셔츠 [화이트],상의,반소매 티셔츠,THEKNITCOMPANY,TMTS542220WH,"['여름반팔', '오버핏', '반팔티추천', '반팔티', '여름반팔티', '반팔티셔츠', '로고티셔츠']","29,900원",4.7,460,2022 S/S,['남'],505,4.3천 회 이상,800개 이상,,28%,18%,25%,17%,7%,5%,91%,9%,https://image.msscdn.net/images/goods_img/20220413/2485036/2485036_5_500.jpg?t=20220414171453
776,에센셜 스트라이프 반팔 티셔츠 ESSENTIAL STRIPE TS,상의,반소매 티셔츠,OUTDOOR PRODUCTS,WO136PCSSZ08,['아울렛'],"39,900원",4.8,266,2021 S/S,['남'],"1,289",6.9천 회 이상,700개 이상,['캐주얼'],17%,18%,18%,14%,13%,20%,51%,49%,https://image.msscdn.net/images/goods_img/20210326/1866363/1866363_1_500.jpg?t=20210326171846
777,워크웨어 머슬핏 반팔티 (젯블랙),상의,반소매 티셔츠,RVD,[1TS11],"['남자반팔티', '여름반팔티', '컨템포러리', '티셔츠추천', '캐주얼', '워크웨어', '데일리반팔티']","37,200원",4.8,255,2022 S/S,['남'],570,6.5천 회 이상,800개 이상,['스포츠'],20%,29%,29%,14%,4%,4%,94%,6%,https://image.msscdn.net/images/goods_img/20220131/2337441/2337441_1_500.jpg?t=20220628165902
778,로버스트 헤비 오버핏 반팔티셔츠 MST127 [WHITE],상의,반소매 티셔츠,MINIMALPROJECT,MMST127WH,[],"35,800원",4.7,992,2022 S/S,['남'],965,3천 회 이상,800개 이상,,29%,18%,19%,16%,8%,10%,81%,19%,https://image.msscdn.net/images/goods_img/20200424/1421006/1421006_1_500.jpg?t=20200424163715
779,3PACK 레귤러 세미오버 핏 티셔츠 블랙 LFCASE0205,상의,반소매 티셔츠,LIFUL,LFCASE0205,"['티셔츠', '티', '세미오버핏티', '세미오버', '세미오버핏티셔츠', '검정티', '검정티셔츠']","34,900원",4.6,808,ALL S/S,['남'],454,400회 이상,900개 이상,"['캐주얼', '댄디']",18%,19%,29%,24%,7%,3%,90%,10%,https://image.msscdn.net/images/goods_img/20210312/1842848/1842848_13_500.jpg?t=20220615110952
780,쇼크 스켈레톤 피그먼트 오버핏 반팔티 블랙 차콜,상의,반소매 티셔츠,TRAVEL,TRTTSURS18UC5,"['반팔', '오버핏반팔', '반팔티셔츠', '반팔티', '여름반팔', '티셔츠', '피그먼트']","39,000원",4.8,436,2022 S/S,"['남', '여']","1,611",9.7천 회 이상,700개 이상,,29%,34%,21%,7%,2%,7%,61%,39%,https://image.msscdn.net/images/goods_img/20220328/2447937/2447937_1_500.jpg?t=20220331193256
781,NSW 아이콘 퓨추라 반팔티 AR5005-010,상의,반소매 티셔츠,NIKE,AR5005-010,[],"59,000원",4.8,100,병행수입,['남'],"2,035",5.3천 회 이상,800개 이상,,58%,16%,7%,3%,2%,14%,43%,57%,https://image.msscdn.net/images/goods_img/20220128/2335942/2335942_1_500.jpg?t=20220128101119
782,(22SS) 2 TONE ARCH TEE CREAM,상의,반소매 티셔츠,YALE,YC2SS0041CR,['최현욱착용'],"39,000원",4.9,9814,2022 S/S,"['남', '여']","1,029",6.8천 회 이상,800개 이상,['캐주얼'],29%,29%,18%,10%,5%,9%,45%,55%,https://image.msscdn.net/images/goods_img/20220407/2471754/2471754_2_500.jpg?t=20220413132056
783,퍼피돌핀 점핑 반팔티 오버핏 화이트,상의,반소매 티셔츠,WAIKEI,YK21HSTS01,"['여름반팔티', '남자반팔', '오버핏반팔', '오버핏티셔츠', '반팔티셔츠', '여자반팔티', '그래픽티셔츠']","49,000원",4.9,458,2021 S/S,['남'],"2,785",6.5천 회 이상,800개 이상,,64%,18%,12%,3%,1%,2%,18%,82%,https://image.msscdn.net/images/goods_img/20210503/1934237/1934237_2_500.jpg?t=20210510215314
784,C-Logo Tee Dark Blue,상의,반소매 티셔츠,YESEYESEE,YES741,"['반팔티', '남자반팔티', '티셔츠', '여름반팔티', '반팔티셔츠', '반팔티추천', '반팔', 'C로고']","42,000원",4.9,2255,2022 S/S,['남'],"1,727",5.5천 회 이상,800개 이상,['캐주얼'],35%,36%,15%,4%,2%,8%,48%,52%,https://image.msscdn.net/images/goods_img/20220308/2406932/2406932_1_500.jpg?t=20220308190241
785,스탠 유나이트 티 - 오프화이트 / GQ8872,상의,반소매 티셔츠,ADIDAS,GQ8872,"['스탠스미스티셔츠', '스탠스미스티', '스탠스미스반팔', '오가닉코튼', '무염료티셔츠', '스탠스미스', '업데이트', '아울렛']","55,000원",4.8,263,2021 S/S,['남'],"1,057",5.1천 회 이상,800개 이상,,24%,11%,15%,12%,15%,23%,57%,43%,https://image.msscdn.net/images/goods_img/20201229/1732536/1732536_1_500.jpg?t=20210104164308
786,유니온 워커 그래픽 티셔츠 화이트,상의,반소매 티셔츠,LEE,LE2202ST16WH,"['반팔티', '반팔티셔츠', '티셔츠', 'LEE반팔티', '그래픽', '루즈핏', '남녀공용']","39,000원",4.8,297,2021 S/S,['남'],"2,540",1.7만 회 이상,800개 이상,,26%,28%,23%,10%,4%,9%,54%,46%,https://image.msscdn.net/images/goods_img/20210329/1867286/1867286_3_500.jpg?t=20220315145556
787,90S PRINTED CROP TEE [WHITE],상의,반소매 티셔츠,CURRENT,LSCT05,[],"48,000원",4.8,257,2022 S/S,['여'],"5,188",4.6천 회 이상,800개 이상,['스트릿'],25%,50%,17%,2%,1%,5%,4%,96%,https://image.msscdn.net/images/goods_img/20220217/2368936/2368936_2_500.jpg?t=20220512172528
788,백로고 포켓 티셔츠 BACK LOGO POCKET T-SHIRT,상의,반소매 티셔츠,OUTDOOR PRODUCTS,WO136QCSSZ06,"['티셔츠', '반팔티셔츠', '반팔티', '오버핏티셔츠', '그래픽티셔츠', '스포츠브랜드위크']","39,900원",4.9,157,2022 S/S,['남'],532,5.5천 회 이상,800개 이상,['캐주얼'],20%,9%,14%,18%,18%,21%,60%,40%,https://image.msscdn.net/images/goods_img/20220304/2398529/2398529_1_500.jpg?t=20220304154009
789,OG PIGMENT DYEING HALF TEE _ CHARCOAL,상의,반소매 티셔츠,FRIZMWORKS,FZWOGTS008,"['반팔', '반팔티', '피그먼트다잉', 'PIGMENTHALFTEE', 'SHORTSLEEVE', 'OG라인']","38,000원",4.8,933,2021 S/S,['남'],763,1만 회 이상,700개 이상,"['아메리칸 캐주얼', '캐주얼']",12%,22%,29%,19%,10%,8%,95%,5%,https://image.msscdn.net/images/goods_img/20190529/1058098/1058098_5_500.jpg?t=20210617150557
790,22 시티즌 그래픽 반팔 티셔츠  화이트,상의,반소매 티셔츠,FEVERTIME,22SUMMER_001,"['오버핏', '반팔티추천', '오버핏반팔', '남자반팔티', '여름반팔티', '반팔티셔츠', '로고티셔츠', '우먼티셔츠']","54,000원",4.9,154,2022 S/S,['여'],"5,541",5.6천 회 이상,800개 이상,"['스트릿', '캐주얼']",48%,29%,12%,2%,1%,8%,23%,77%,https://image.msscdn.net/images/goods_img/20220329/2454198/2454198_1_500.jpg?t=20220329193738
791,FLOWER TAG TEE - WHITE,상의,반소매 티셔츠,BROWNBREATH,BHMMST003WT,"['로고티', '반팔티셔츠', '오버핏반팔', '플라워', '남자반팔티', '여자반팔티', '그래픽티셔츠', '그래픽']","39,000원",4.9,159,2022 S/S,"['남', '여']","1,939",3.5천 회 이상,800개 이상,,31%,26%,16%,11%,6%,10%,49%,51%,https://image.msscdn.net/images/goods_img/20220222/2376220/2376220_2_500.jpg?t=20220224121514
792,우먼즈 베이식 크루 넥 반팔 티셔츠 [인디언 핑크],상의,반소매 티셔츠,MUSINSA STANDARD,MWJTS202-IP,"['기본티', '라운드넥', '무신사스탠다드우먼즈', '무지티', '여름티', 'MU-T', '반소매']","12,900원",4.9,27547,,['여'],983,1.8천 회 이상,800개 이상,['캐주얼'],18%,19%,24%,17%,9%,13%,5%,95%,https://image.msscdn.net/images/goods_img/20200423/1417697/1417697_2_500.jpg?t=20200630155914
793,CLASSIC LOGO TEE light beige,상의,반소매 티셔츠,MARITHE FRANCOIS GIRBAUD,0MG22STS103,[],"48,000원",4.9,1245,2022 S/S,['여'],"1,502",6.4천 회 이상,700개 이상,['캐주얼'],20%,26%,29%,11%,5%,9%,22%,78%,https://image.msscdn.net/images/goods_img/20220218/2371273/2371273_2_500.jpg?t=20220303152151
794,NSW 클럽 반팔티 AR4997-013,상의,반소매 티셔츠,NIKE,AR4997-013,[],"59,000원",4.7,646,,['남'],"7,313",8.2천 회 이상,800개 이상,,42%,24%,15%,6%,3%,10%,47%,53%,https://image.msscdn.net/images/goods_img/20200424/1420746/1420746_1_500.jpg?t=20200424154515
795,[패키지] 라운드+스티비 컬리지+올디 반팔티셔츠 2PACK (MJST7595+SHST7597+JIST7587),상의,반소매 티셔츠,WV PROJECT,2225553,"['반팔티셔츠', '티셔츠', '여름반팔티', '티셔츠추천', '오버핏', '반팔티', '반팔']","49,700원",4.9,86,2022 S/S,['남'],"1,347",9.3천 회 이상,800개 이상,,18%,28%,25%,13%,8%,8%,55%,45%,https://image.msscdn.net/images/goods_img/20220428/2525226/2525226_1_500.jpg?t=20220428093824
796,네츄럴 U-넥 하프 티_화이트,상의,반소매 티셔츠,COUCOU,CC_19SS,"['반팔셔츠', '반팔티셔츠', '티셔츠']","25,000원",4.6,1015,,['남'],"1,075",900회 이상,700개 이상,,20%,29%,25%,10%,9%,7%,90%,10%,https://image.msscdn.net/images/goods_img/20190816/1119307/1119307_1_500.jpg?t=20190819172322
797,드로잉 로고 티셔츠 차콜,상의,반소매 티셔츠,COVERNAT,CO2202ST08CH,"['여름반팔티', '반팔', '오버핏', '그래픽', '반팔티셔츠', '티셔츠', '반팔티', '썸머컬렉션', '로고티셔츠', '깡스타일리스트PICK']","39,000원",4.9,537,2022 S/S,['남'],"1,221",7.3천 회 이상,800개 이상,,26%,21%,21%,13%,7%,12%,51%,49%,https://image.msscdn.net/images/goods_img/20220401/2461464/2461464_1_500.jpg?t=20220401103658
798,TSHIRT UNIV_BLACK WHITE,상의,반소매 티셔츠,MARDI MERCREDI,145885,[],"42,000원",4.8,334,2021 S/S,['여'],"1,781",4.5천 회 이상,800개 이상,,20%,27%,20%,9%,8%,16%,7%,93%,https://image.msscdn.net/images/goods_img/20210330/1870584/1870584_1_500.jpg?t=20220404101831
799,에센셜 크롭 티 - 블랙 / HF3395,상의,반소매 티셔츠,ADIDAS,HF3395,"['아디컬러', '에센셜티', '크롭티', '크롭반팔', '골지반팔', '아디다스우먼']","35,000원",4.8,604,2022 S/S,['여'],"3,343",4.9천 회 이상,700개 이상,,22%,31%,29%,10%,3%,5%,5%,95%,https://image.msscdn.net/images/goods_img/20220316/2422983/2422983_1_500.jpg?t=20220317160818
800,UNIVERSITY HANDSOME DAN TEE KHAKI,상의,반소매 티셔츠,YALE,YA2SS0041KH,"['루즈핏티셔츠', '오버핏티셔츠', '로고티셔츠', '반팔티셔츠', '로고', '아이비리그', '유니버시티댄']","42,000원",4.9,3217,2021 S/S,"['남', '여']","1,799",1.8천 회 이상,700개 이상,,28%,28%,21%,8%,3%,12%,50%,50%,https://image.msscdn.net/images/goods_img/20210304/1827198/1827198_2_500.jpg?t=20220209140527
801,[16수] 오아시스 피그먼트 자수 반팔 딥챠콜,상의,반소매 티셔츠,CPGN STUDIO,SP020320,"['그래픽', '남녀공용', '반팔티', '오버핏', '자수', '피그먼트']","45,000원",4.7,1460,2020 S/S,['남'],"5,935",2.6천 회 이상,800개 이상,,23%,25%,23%,15%,8%,6%,72%,28%,https://image.msscdn.net/images/goods_img/20200406/1386488/1386488_1_500.jpg?t=20200406153006
802,[패키지] [UNISEX] 45수 특양면 옆트임 오버핏 반팔티 (화이트/블랙),상의,반소매 티셔츠,TEEAZ,TMY100HR-SET-2,"['레이어드', '반팔', '반팔티', '오버핏', '티셔츠', '오버핏티셔츠', '레이어드티셔츠']","42,000원",4.6,1291,,['남'],"1,657",600회 이상,800개 이상,,24%,11%,25%,13%,13%,14%,83%,17%,https://image.msscdn.net/images/goods_img/20170607/572126/572126_1_500.jpg?t=20170607144634
803,[Mmlg] 19MG PILE HF-T (ULTRA MARINE),상의,반소매 티셔츠,MMLG,MMLGBB1T033,"['반팔티', '남자반팔티', '여자반팔티', '반팔', '반팔티셔츠', '티셔츠추천', '티셔츠', '특별기획전', '로고', 'EVERYDAYWEAR']","42,000원",4.8,291,2022 S/S,['남'],"1,366",1.1만 회 이상,700개 이상,,4%,26%,43%,16%,8%,3%,54%,46%,https://image.msscdn.net/images/goods_img/20211223/2280742/2280742_1_500.jpg?t=20220415183411
804,스탠다드 무지 반팔티 (블랙),상의,반소매 티셔츠,LOKWARD,2020SS,"['무지반팔', '무지반팔티', '무지티', '반팔티']","24,000원",4.8,376,2020 S/S,['남'],532,2.6천 회 이상,800개 이상,,15%,20%,29%,23%,9%,4%,95%,5%,https://image.msscdn.net/images/goods_img/20200530/1468469/1468469_1_500.jpg?t=20220628153121
805,Arch Logo Tee White,상의,반소매 티셔츠,YESEYESEE,YES715,"['티셔츠추천', '반팔티추천', '로고티셔츠', '티셔츠', '오버핏반팔', '반팔티셔츠', '여름반팔티', '22S/S신상품', '아치로고']","42,000원",4.9,460,2022 S/S,"['남', '여']","2,790",7.1천 회 이상,700개 이상,['캐주얼'],41%,33%,14%,5%,1%,6%,46%,54%,https://image.msscdn.net/images/goods_img/20220223/2380556/2380556_1_500.jpg?t=20220223170156
806,[NF] 러프 레글런 크롭 티 (CHARCOAL)_F22QB439,상의,반소매 티셔츠,NASTY FANCY CLUB,F22QB439da,[],"42,000원",4.9,194,2022 S/S,['여'],"5,660",1.9만 회 이상,800개 이상,['걸리시'],27%,50%,14%,2%,1%,6%,3%,97%,https://image.msscdn.net/images/goods_img/20220411/2479168/2479168_1_500.jpg?t=20220512095434
807,플라워 사인로고 반팔 티셔츠 블랙,상의,반소매 티셔츠,WHATITISNT,MG2102ST01BK,"['그래픽', '반팔티셔츠', '티셔츠', '반팔티', '그래픽티셔츠', '사인로고']","39,000원",4.8,189,2021 S/S,"['남', '여']","2,130",2.6천 회 이상,800개 이상,,33%,21%,11%,8%,7%,20%,30%,70%,https://image.msscdn.net/images/goods_img/20210429/1928591/1928591_1_500.jpg?t=20210503110114
808,heavyweight pocket tee off white,상의,반소매 티셔츠,UNIFORM BRIDGE,UB-236,"['22SUMMER', '캐리오버', '반팔티', '포켓티', '무지티', '헤비코튼']","32,000원",4.8,3805,ALL,['남'],"1,298",3.1천 회 이상,700개 이상,"['아메리칸 캐주얼', '캐주얼', '댄디']",15%,20%,26%,19%,11%,9%,91%,9%,https://image.msscdn.net/images/goods_img/20160421/340497/340497_6_500.jpg?t=20200424151029
809,수피마 코튼 프리미엄 티셔츠 ASH BLUE,상의,반소매 티셔츠,INSILENCE,IM2B2TO01AL,"['무지', '반팔티', '반팔티셔츠', '수피마', '티셔츠', '수피마티셔츠']","34,000원",4.9,10868,2022 S/S,['남'],"1,216",2.5천 회 이상,700개 이상,"['댄디', '캐주얼']",15%,24%,30%,21%,6%,4%,94%,6%,https://image.msscdn.net/images/goods_img/20200403/1385222/1385222_4_500.jpg?t=20220322110826
810,[Mmlg] MELGE PLAY HF-T (WHITE),상의,반소매 티셔츠,MMLG,MMLGBB1T038,"['여자반팔티', '반팔티', '반팔티셔츠', '남자반팔티', '티셔츠', '티셔츠추천', '반팔', '특별기획전', '그래픽', 'EVERYDAYWEAR']","39,000원",4.8,339,2022 S/S,"['남', '여']","1,581",9.8천 회 이상,700개 이상,['캐주얼'],23%,30%,26%,11%,4%,6%,24%,76%,https://image.msscdn.net/images/goods_img/20211223/2280394/2280394_1_500.jpg?t=20220329112650
811,커스텀 슬림핏 로고 저지 티셔츠 - 화이트,상의,반소매 티셔츠,POLO RALPH LAUREN,MNPOTSH1N821343-100,"['MUSINSAEXCLUSIVE', 'WHITECOLLECTION', '폴로티셔츠', '폴로반팔티', '티셔츠', '반팔티', '반팔']","99,000원",4.8,81,2022 S/S,['남'],"2,107",2.5만 회 이상,700개 이상,,16%,21%,34%,19%,6%,4%,67%,33%,https://image.msscdn.net/images/goods_img/20220401/2461386/2461386_2_500.jpg?t=20220527120041
812,EMBROIDERY HANDSOME DAN TEE KHAKI,상의,반소매 티셔츠,YALE,YA4SS0061KH,"['그래픽티셔츠', '반팔티셔츠', '반팔티', '반팔', '핸섬댄', '로고', '유니버시티댄']","39,000원",4.8,2779,2022 S/S,['남'],"1,004",1.3천 회 이상,700개 이상,"['홈웨어', '캐주얼']",21%,20%,25%,13%,9%,12%,51%,49%,https://image.msscdn.net/images/goods_img/20210407/1886952/1886952_3_500.jpg?t=20220209151356
813,YK 지희 티셔츠 - 그레이,상의,반소매 티셔츠,YOUTHKREW,2021031234,"['반팔티', '루즈핏티셔츠', '라운드티', '오버핏티셔츠', '그래픽티셔츠', '로고티셔츠']","35,000원",4.8,342,,['여'],"3,244",6.1천 회 이상,700개 이상,['스트릿'],34%,31%,19%,7%,3%,6%,12%,88%,https://image.msscdn.net/images/goods_img/20210330/1869540/1869540_1_500.jpg?t=20210331153754
814,실켓 릴렉스 핏 크루 넥 반팔 티셔츠 [다크 그레이],상의,반소매 티셔츠,MUSINSA STANDARD,MMATS311-DG,"['기본티', '라운드넥', '루즈핏', '면티셔츠', '무지티', 'MU-T', '프리미엄컬렉션', '유아인착장상품', '반소매티셔츠']","30,900원",4.8,3217,2021 S/S,['남'],758,1.7천 회 이상,700개 이상,"['스포츠', '캐주얼']",11%,12%,26%,24%,13%,14%,89%,11%,https://image.msscdn.net/images/goods_img/20210415/1901124/1901124_1_500.jpg?t=20210415163717
