,name,main_category,sub_category,brand,number,tags,price,rating,rating_num,season,gender,like,view,sale,coordi,age18,age19_23,age24_28,age29_33,age34_39,age40,man,woman,img
462,릴렉스 핏 크루 넥 반팔 티셔츠 [블루],상의,반소매 티셔츠,MUSINSA STANDARD,MITS0005-BL,"['기본티', '라운드넥', '루즈핏', '면티셔츠', '무지티', '반팔티', 'MU-T', '무탠픽업']","11,900원",4.8,159298,,['남'],"1,623",6천 회 이상,1.6천 개 이상,"['댄디', '캐주얼']",19%,20%,33%,20%,5%,3%,78%,22%,https://image.msscdn.net/images/goods_img/20190327/996187/996187_3_500.jpg?t=20201109160505
463,[NF] 페트리코 크롭티 (WHT)_F21QB105,상의,반소매 티셔츠,NASTY FANCY CLUB,F21QB105WH,[],"34,000원",4.8,1604,2021 S/S,['여'],"12,109",1.4만 회 이상,1.5천 개 이상,"['스트릿', '걸리시', '캐주얼']",29%,45%,17%,4%,1%,4%,3%,97%,https://image.msscdn.net/images/goods_img/20210426/1919490/1919490_3_500.jpg?t=20220405095218
464,7.5oz 맥스 헤비웨이트 무지 오버핏 반팔티 (8color),상의,반소매 티셔츠,SHAKA WEAR,7.5a,"['루즈핏티셔츠', '반팔', '반팔티', '오버핏티셔츠', '티셔츠', '오버핏', '오버핏반팔']","35,000원",4.8,1802,,['남'],670,1.8천 회 이상,1.5천 개 이상,"['골프', '스포츠', '캐주얼']",20%,24%,29%,13%,8%,6%,94%,6%,https://image.msscdn.net/images/goods_img/20210809/2052607/2052607_1_500.jpg?t=20220628163247
465,LVG HEART CROP T(BLACK),상의,반소매 티셔츠,LUV IS TRUE,4281981,"['글리터', '반팔티', '반팔티셔츠', '크롭티', '티셔츠', '크롭']","33,000원",4.8,516,,['여'],"11,691",1.6만 회 이상,1.5천 개 이상,,25%,41%,20%,7%,2%,5%,3%,97%,https://image.msscdn.net/images/goods_img/20200811/1544602/1544602_1_500.jpg?t=20200811135324
466,TSHIRT FLOWERMARDI_WHITE FLUOBLUE,상의,반소매 티셔츠,MARDI MERCREDI,MM20TS014,"['그래픽', '티셔츠']","42,000원",4.9,8196,2020 S/S,['여'],"5,221",6.6천 회 이상,1.5천 개 이상,"['홈웨어', '캐주얼']",34%,30%,16%,6%,4%,10%,10%,90%,https://image.msscdn.net/images/goods_img/20200701/1503351/1503351_1_500.jpg?t=20220401111903
467,EG Paratroops Tee Off White,상의,반소매 티셔츠,ESPIONAGE,20220415-04,"['반팔티셔츠', '반팔티', '로고티셔츠', '반팔', '여름반팔티', '티셔츠', '그래픽']","42,000원",4.9,246,2022 S/S,['남'],"2,459",3.4만 회 이상,1.4천 개 이상,['아메리칸 캐주얼'],16%,29%,30%,15%,5%,5%,89%,11%,https://image.msscdn.net/images/goods_img/20220415/2492701/2492701_1_500.jpg?t=20220425180003
468,[Mmlg] 19MG HF-T (PURPLE NAVY),상의,반소매 티셔츠,MMLG,MMLGT123,"['로고', 'EVERYDAYWEAR', '그래픽']","42,000원",4.8,15709,2022 S/S,"['남', '여']","2,588",9.7천 회 이상,1.5천 개 이상,"['걸리시', '캐주얼']",21%,31%,26%,10%,5%,7%,28%,72%,https://image.msscdn.net/images/goods_img/20220316/2424634/2424634_1_500.jpg?t=20220318171822
469,컬러 그라데이션 오버핏 반팔티셔츠 WHITE,상의,반소매 티셔츠,TRILLION,TR9SST003,"['그래픽', '루즈핏', '반팔티', '오버핏', '크루넥', '티셔츠', '숏슬리브']","42,000원",4.7,4029,2022 S/S,"['남', '여']","2,730",4.4천 회 이상,1.5천 개 이상,"['스트릿', '캐주얼']",25%,20%,18%,14%,8%,15%,70%,30%,https://image.msscdn.net/images/goods_img/20190328/997781/997781_6_500.jpg?t=20190509113646
470,COLLEGE LOGO TEE CREAM(MG2BSMT536A),상의,반소매 티셔츠,MAHAGRID,MG2BSMT536ACR,"['티셔츠', '로고티셔츠', '남자반팔티', '여름반팔', '여름반팔티', '반팔티셔츠', '마하그리드×스트레이키즈']","34,000원",4.8,2691,2022 S/S,"['남', '여']","2,706",7.4천 회 이상,1.4천 개 이상,"['아메리칸 캐주얼', '캐주얼']",36%,26%,18%,8%,5%,7%,31%,69%,https://image.msscdn.net/images/goods_img/20220314/2417232/2417232_1_500.jpg?t=20220321144701
471,W CLASSIC LOGO TEE light beige,상의,반소매 티셔츠,MARITHE FRANCOIS GIRBAUD,0MG22STS104,[],"39,000원",4.8,3212,2022 S/S,['여'],"3,582",1만 회 이상,1.5천 개 이상,['캐주얼'],19%,35%,27%,10%,3%,6%,5%,95%,https://image.msscdn.net/images/goods_img/20220218/2371782/2371782_2_500.jpg?t=20220303152131
472,[쿨탠다드] 우먼즈 크루 넥 크롭 반팔 티셔츠 [블랙],상의,반소매 티셔츠,MUSINSA STANDARD,MWBTS210-BK,"['베이직티', '레귤러핏', '기본티셔츠', '기능성', '쿨탠다드', '아스킨', 'MU-T', '무신사스탠다드우먼즈', '반소매티셔츠']","14,900원",4.8,1090,2022 S/S,['여'],"1,941",6.7천 회 이상,1.5천 개 이상,"['스포츠', '캐주얼']",12%,27%,34%,15%,6%,6%,5%,95%,https://image.msscdn.net/images/goods_img/20220204/2341387/2341387_1_500.jpg?t=20220407142753
473,(22SS) HERITAGE UNIVERSITY DAN LAYERED TEE NAVY,상의,반소매 티셔츠,YALE,YC3SS0111NA,"['오버핏반팔', '오버핏티셔츠', '로고티셔츠', '베이직티셔츠', '반팔티셔츠', '아이비리그', '유니버시티댄']","42,000원",4.8,652,2022 S/S,"['남', '여']","3,260",4.6천 회 이상,1.5천 개 이상,['캐주얼'],23%,33%,24%,10%,3%,7%,66%,34%,https://image.msscdn.net/images/goods_img/20210513/1949900/1949900_9_500.jpg?t=20220512145755
474,카멜 파크 반팔티셔츠(베이지그레이),상의,반소매 티셔츠,CAMEL WORK,34-05-0047,"['로고', '프린팅', '면티', '라운드', '오버핏', '그래픽']","32,000원",4.8,3318,2022 S/S,['남'],"1,198",1.1만 회 이상,1.5천 개 이상,"['스포츠', '캐주얼']",18%,16%,21%,20%,11%,14%,63%,37%,https://image.msscdn.net/images/goods_img/20220225/2384843/2384843_1_500.jpg?t=20220225113148
475,릴렉스 핏 크루 넥 반팔 티셔츠 [베이지],상의,반소매 티셔츠,MUSINSA STANDARD,MITS0005-BE,"['기본티', '라운드넥', '루즈핏', '면티셔츠', '무지티', '반팔티', 'MU-T', '무탠픽업', '서머아이템기획전']","11,900원",4.8,159298,,['남'],"1,250",2천 회 이상,1.4천 개 이상,"['댄디', '캐주얼']",18%,18%,18%,19%,14%,13%,86%,14%,https://image.msscdn.net/images/goods_img/20190327/996184/996184_4_500.jpg?t=20201109160000
476,엔젤 스트라이프 반팔 티셔츠 블루,상의,반소매 티셔츠,WHATITISNT,MG2200ST09BL,"['로고', '반팔', '티셔츠', 'T-SHIRTS', '스트라이프', '엔젤로고']","39,000원",4.8,10834,2022 S/S,"['남', '여']","3,124",5.8천 회 이상,1.5천 개 이상,['캐주얼'],30%,19%,15%,11%,8%,17%,38%,62%,https://image.msscdn.net/images/goods_img/20200414/1403093/1403093_5_500.jpg?t=20220317135001
477,릴렉스 핏 크루 넥 포켓 반팔 티셔츠 [화이트],상의,반소매 티셔츠,MUSINSA STANDARD,MITS0006-WH,"['기본티', '라운드넥', '루즈핏', '면티셔츠', '무지티', '반팔티', 'MU-T', '홈웨어컬렉션', '타임세일']","12,900원",4.7,10709,,['남'],"1,528",3.5천 회 이상,1.5천 개 이상,['캐주얼'],15%,15%,17%,14%,17%,22%,82%,18%,https://image.msscdn.net/images/goods_img/20190327/996507/996507_3_500.jpg?t=20201109181136
478,가든 파티 드로잉 티셔츠 - WHITE MELANGE,상의,반소매 티셔츠,ODDSTUDIO,415546,"['오버핏반팔티셔츠', '반팔티셔츠', '가든파티', '고양이', '강아지', '역시즌', '베이직티셔츠']","39,000원",4.9,453,2022 S/S,"['남', '여']","8,281",2.7만 회 이상,1.5천 개 이상,"['홈웨어', '캐주얼']",34%,34%,19%,5%,2%,6%,10%,90%,https://image.msscdn.net/images/goods_img/20220413/2484341/2484341_4_500.jpg?t=20220502141215
479,Diagonal T-shirt WHITE,상의,반소매 티셔츠,AVANDRESS,22SS05,"['여자반팔티', '반팔티추천', '반팔티', '반팔티셔츠', '여름반팔티', '여름반팔', '크롭티']","24,000원",4.7,365,2022 S/S,['여'],"7,025",2.8만 회 이상,1.5천 개 이상,,22%,34%,22%,9%,4%,9%,6%,94%,https://image.msscdn.net/images/goods_img/20220411/2479523/2479523_1_500.jpg?t=20220411144920
480,[CHUBBY]엠브로이더리 티 화이트,상의,반소매 티셔츠,PARTIMENTO,[CHUBBY]EMBROIDERY TEE WHITE,"['반팔', '반팔티', '오버핏', '오버핏반팔', '처비라인', '티셔츠', '미니멀트래블룩']","29,900원",4.8,641,2020 S/S,['남'],"2,919",2.5천 회 이상,1.5천 개 이상,['캐주얼'],23%,28%,24%,13%,6%,6%,77%,23%,https://image.msscdn.net/images/goods_img/20200511/1438793/1438793_4_500.jpg?t=20210430105258
481,FLEX 7 OVER SIZE TEE BEIGE,상의,반소매 티셔츠,AVANDRESS,20S58,"['남자반팔', '남자티셔츠', '오버핏반팔', '오버핏반팔티', '오버핏티셔츠', '7부티', '7부티셔츠']","34,000원",4.7,965,2020 S/S,['남'],"1,702",8.9천 회 이상,1.4천 개 이상,"['캐주얼', '댄디']",21%,20%,22%,17%,10%,10%,87%,13%,https://image.msscdn.net/images/goods_img/20200630/1501206/1501206_3_500.jpg?t=20220628153525
482,스크림 로고 티셔츠_화이트(NG2CMUT527A),상의,반소매 티셔츠,NICE GHOST CLUB,NG2CMUT527AWH,"['반팔티', '반팔티셔츠', '그래픽', '반팔', '티셔츠', '오버핏', '로고티셔츠']","39,000원",4.9,378,2022 S/S,['남'],"5,938",2.1만 회 이상,1.4천 개 이상,['캐주얼'],54%,29%,7%,2%,1%,7%,34%,66%,https://image.msscdn.net/images/goods_img/20220316/2424786/2424786_1_500.jpg?t=20220323222051
483,플라워 하프 티_블루,상의,반소매 티셔츠,NICK&NICOLE,N_21SUMMER,"['여름반팔티', '반팔', '반팔티셔츠', '그래픽', '그래픽티셔츠', '플라워티셔츠', '라운드티']","44,000원",4.7,441,2021 S/S,['여'],"10,332",9.3천 회 이상,1.5천 개 이상,"['홈웨어', '캐주얼']",30%,41%,17%,4%,2%,6%,5%,95%,https://image.msscdn.net/images/goods_img/20210611/1992580/1992580_2_500.jpg?t=20210614161534
484,RL001 오리지널 로고 반팔티 블랙,상의,반소매 티셔츠,ROYALLIFE,RL001BK,"['로고', '반팔', '반팔티', '시그니처로고', '티셔츠', '프린팅']","27,000원",4.7,14184,ALL ALL,"['남', '여']","6,789",2.7천 회 이상,1.4천 개 이상,['캐주얼'],27%,28%,21%,11%,5%,8%,57%,43%,https://image.msscdn.net/images/goods_img/20170418/540420/540420_2_500.jpg?t=20200306094318
485,MARITHE CLASSIC LOGO TEE khaki beige,상의,반소매 티셔츠,MARITHE FRANCOIS GIRBAUD,21SS_MCLT_KB,"['남성반팔티', '반팔티', '반팔티셔츠', '티셔츠', '커플반팔티']","48,000원",4.8,780,2021 S/S,"['남', '여']","6,167",7.2천 회 이상,1.4천 개 이상,['캐주얼'],23%,21%,26%,15%,6%,9%,23%,77%,https://image.msscdn.net/images/goods_img/20210126/1761943/1761943_2_500.jpg?t=20210623134801
486,[깡스타일리스트 콜라보] 패널드 티셔츠 BLACK,상의,반소매 티셔츠,INSILENCE,IM2B2TO12BK,"['인사일런스티셔츠', '반팔티셔츠', '반팔티', '티셔츠', '여름반팔', '깡스타일리스트', '인사일런스×깡스타일리스트']","49,000원",4.8,1289,2022 S/S,['남'],"1,155",2.7천 회 이상,1.2천 개 이상,['댄디'],13%,24%,35%,16%,8%,4%,96%,4%,https://image.msscdn.net/images/goods_img/20220216/2365639/2365639_4_500.jpg?t=20220225174220
487,릴렉스 핏 크루 넥 반팔 티셔츠 [브라운],상의,반소매 티셔츠,MUSINSA STANDARD,MITS0005-BR,"['기본티', '라운드넥', '루즈핏', '면티셔츠', '무지티', '반팔티', 'MU-T', '홈웨어컬렉션', '무탠픽업']","11,900원",4.8,159298,,['남'],926,2.6천 회 이상,1.5천 개 이상,"['댄디', '캐주얼']",15%,31%,26%,16%,5%,7%,92%,8%,https://image.msscdn.net/images/goods_img/20190813/1117545/1117545_3_500.jpg?t=20201109160023
488,MARITHE DUO TEE white,상의,반소매 티셔츠,MARITHE FRANCOIS GIRBAUD,21SS_MDUT_WH,"['반팔티', '베이직티셔츠', '반팔티셔츠', '라운드티', '티셔츠']","48,000원",4.8,845,2021 S/S,['여'],"6,655",2.1천 회 이상,1.4천 개 이상,['캐주얼'],17%,33%,31%,10%,4%,5%,14%,86%,https://image.msscdn.net/images/goods_img/20210217/1799856/1799856_2_500.jpg?t=20210623134730
489,C 로고 티셔츠 블랙,상의,반소매 티셔츠,COVERNAT,CO0000ST03BK,"['반팔티', '오버핏', '티셔츠', '반팔', '라운드티', '썸머컬렉션', '로고티셔츠', '쿨코튼']","39,000원",4.8,2317,2022 S/S,['남'],"2,424",6.2천 회 이상,1.4천 개 이상,,31%,17%,15%,13%,10%,14%,52%,48%,https://image.msscdn.net/images/goods_img/20170428/547942/547942_9_500.jpg?t=20220404173117
490,쿨 코튼 3PACK 로고 반팔 티셔츠 블랙,상의,반소매 티셔츠,WHATITISNT,MG2200STE1BK,"['반팔티셔츠', '반팔티', '반팔', '오버핏반팔', '3PACK', 'ICY쿨코튼', '패키지']","59,000원",4.9,158,2022 S/S,"['남', '여']","2,532",2만 회 이상,1.4천 개 이상,['캐주얼'],35%,22%,18%,8%,4%,13%,51%,49%,https://image.msscdn.net/images/goods_img/20220419/2500389/2500389_3_500.jpg?t=20220425105910
491,RAINBOW REFLECTIVE LOGO TEE BLACK(MG2CMMT504A),상의,반소매 티셔츠,MAHAGRID,MG2CMMT504ABK,"['로고', '리플렉트', '반팔티', '티셔츠']","39,000원",4.8,2192,2020 S/S,['남'],"7,526",4.2천 회 이상,1.5천 개 이상,['캐주얼'],33%,24%,18%,10%,6%,9%,52%,48%,https://image.msscdn.net/images/goods_img/20200325/1367106/1367106_3_500.jpg?t=20220524143251
492,TRIPLE BEARS T-SHIRT (3color),상의,반소매 티셔츠,RONRON,1134,"['론론X케어베어', '반팔티', '케어베어', '티셔츠']","49,000원",4.7,1732,2020 S/S,['여'],"12,625",5.1천 회 이상,1.5천 개 이상,['캐주얼'],27%,23%,24%,13%,7%,6%,11%,89%,https://image.msscdn.net/images/goods_img/20200401/1379270/1379270_1_500.jpg?t=20220628152419
493,[i-ts21-007]캣 가이드 티셔츠_화이트,상의,반소매 티셔츠,ITZAVIBE,i-ts21-007,"['오버핏', '루즈핏티셔츠', '여름반팔티', '오버핏반팔', '반팔티셔츠', '고양이', '마크']","45,000원",4.8,84,2021 S/S,['여'],"2,622",1.8천 회 이상,1.4천 개 이상,,53%,23%,13%,5%,2%,4%,6%,94%,https://image.msscdn.net/images/goods_img/20210805/2049818/2049818_1_500.jpg?t=20210805141137
494,BadBear Tee White,상의,반소매 티셔츠,BADBLUE,vsb0058,"['여름반팔티', '그래픽티셔츠', '반팔', '반팔티셔츠', '남자반팔', '티셔츠', '반팔티']","39,000원",4.9,409,2021 S/S,"['남', '여']","5,005",1.2만 회 이상,1.4천 개 이상,['홈웨어'],44%,27%,19%,5%,1%,4%,13%,87%,https://image.msscdn.net/images/goods_img/20210602/1980672/1980672_4_500.jpg?t=20220428092447
495,CACTUS GRAPHY HALF SLEEVE BLACK,상의,반소매 티셔츠,MAISON MINED,FMQMCTA326M,['그래픽'],"64,000원",4.9,536,2022 S/S,['남'],"2,729",3.5만 회 이상,1.4천 개 이상,,20%,26%,30%,14%,6%,4%,83%,17%,https://image.msscdn.net/images/goods_img/20220323/2440150/2440150_1_500.jpg?t=20220411150933
496,NYC LOCATION T-SHIRT (WHITE) [LRQMCTA401M],상의,반소매 티셔츠,GROOVE RHYME,LRQMCTA401M,"['로고', '맨투맨', '반팔티', '오버사이즈', '오버핏', '티셔츠']","29,000원",4.7,5810,ALL S/S,"['남', '여']","3,681",3.9천 회 이상,1.4천 개 이상,,44%,21%,13%,7%,4%,11%,49%,51%,https://image.msscdn.net/images/goods_img/20190305/971701/971701_1_500.jpg?t=20210324103250
497,[패키지][쿨코튼] CGP 아치 로고 티셔츠,상의,반소매 티셔츠,CODEGRAPHY,CBBU3TS221,[],"67,900원",4.9,141,2022 S/S,['남'],"1,647",3.1만 회 이상,1.5천 개 이상,,59%,20%,9%,4%,2%,6%,46%,54%,https://image.msscdn.net/images/goods_img/20220614/2612829/2612829_11_500.jpg?t=20220624092953
498,릴렉스 핏 크루 넥 반팔 티셔츠 [멜란지 그레이],상의,반소매 티셔츠,MUSINSA STANDARD,MITS0005-MG,"['기본티', '라운드넥', '루즈핏', '면티셔츠', '무지티', '반팔티', 'MU-T', '홈웨어컬렉션', '무탠픽업']","11,900원",4.8,159298,,['남'],676,2.3천 회 이상,1.4천 개 이상,"['댄디', '캐주얼']",13%,17%,24%,19%,16%,11%,89%,11%,https://image.msscdn.net/images/goods_img/20190813/1117543/1117543_3_500.jpg?t=20201109155912
499,웨이크보드 반팔티셔츠(화이트),상의,반소매 티셔츠,CAMEL WORK,34-00-0049,"['로고', '프린팅', '면티', '라운드', '오버핏']","32,000원",4.8,1015,2022 S/S,['남'],"1,868",8.4천 회 이상,1.4천 개 이상,['캐주얼'],19%,22%,26%,16%,8%,9%,77%,23%,https://image.msscdn.net/images/goods_img/20210305/1828021/1828021_1_500.jpg?t=20210305104636
500,2PACK 스몰로고 반팔티 (JN5TSU152WH),상의,반소매 티셔츠,JEEP,JN5TSU152WH,"['남자반팔티', '여름반팔티', '로고티셔츠', '오버핏반팔', '티셔츠', '반팔', '2PACK']","55,000원",4.7,144,2022 S/S,['남'],"2,604",1.2만 회 이상,1.4천 개 이상,,41%,21%,17%,8%,3%,10%,42%,58%,https://image.msscdn.net/images/goods_img/20220427/2518417/2518417_1_500.jpg?t=20220427133414
501,COBY VARSITY TEE WHITE(MG2BSMT535A),상의,반소매 티셔츠,MAHAGRID,MG2BSMT535AWH,"['반팔티', '로고티셔츠', '베이직티셔츠', '반팔티셔츠', '라운드티']","34,000원",4.8,1557,2021 S/S,"['남', '여']","5,826",2.8천 회 이상,1.4천 개 이상,['캐주얼'],45%,25%,15%,6%,3%,6%,42%,58%,https://image.msscdn.net/images/goods_img/20210309/1835453/1835453_1_500.jpg?t=20210329172105
502,SELLER LOGO SS TEE WHITE(CV2BMMT500A),상의,반소매 티셔츠,CAVISH,CV2BMMT500AWH,"['반팔티셔츠', '숏슬리브', '로고티셔츠', '반팔', '티셔츠', '반팔티']","34,000원",4.8,735,2021 S/S,['남'],"3,401",5.8천 회 이상,1.4천 개 이상,['캐주얼'],36%,35%,16%,4%,2%,7%,44%,56%,https://image.msscdn.net/images/goods_img/20210317/1849601/1849601_1_500.jpg?t=20210323181947
503,S.S PRINT T-SHIRT - BLACK,상의,반소매 티셔츠,NOMANUAL,NM12TS30M1BK,"['반팔티', '반팔티셔츠', '오버핏', '오버핏반팔', '반팔', '22S/S컬렉션', '그래픽']","47,000원",4.9,1227,2022 S/S,"['남', '여']","3,091",1.2만 회 이상,1.4천 개 이상,['스트릿'],30%,38%,19%,5%,2%,6%,70%,30%,https://image.msscdn.net/images/goods_img/20220126/2329350/2329350_1_500.jpg?t=20220218134939
504,[20수] DTP CAT DAY 반팔티 블랙,상의,반소매 티셔츠,CPGN STUDIO,C22SB22,"['그래픽티셔츠', '고양이', '반팔티', '오버핏반팔', '디지털프린팅', '20수', '22S/S컬렉션']","50,000원",4.9,323,2022 S/S,['여'],"4,750",1.8만 회 이상,1.4천 개 이상,,26%,30%,23%,10%,3%,8%,24%,76%,https://image.msscdn.net/images/goods_img/20220329/2454312/2454312_1_500.jpg?t=20220331120711
505,E.P T-SHIRT - BLACK,상의,반소매 티셔츠,NOMANUAL,NM12TS08M1BK,"['반팔티', '티셔츠', '반팔티셔츠', '오버핏', '반팔', '22S/S컬렉션', '그래픽']","46,000원",4.9,607,2022 S/S,"['남', '여']","2,958",1.3만 회 이상,1.3천 개 이상,['스트릿'],34%,36%,19%,4%,1%,6%,67%,33%,https://image.msscdn.net/images/goods_img/20220126/2329299/2329299_1_500.jpg?t=20220218140943
506,[2팩]오버핏 코튼 티셔츠(MCE2-TS173),상의,반소매 티셔츠,MOCCASOM,1433198,"['남자반팔티', '여름반팔티', '오버핏반팔', '여자반팔티', '오버핏', '2팩', '2팩컬렉션']","6,900원",4.8,427,2021 S/S,['여'],444,2.3천 회 이상,1.4천 개 이상,,24%,14%,17%,11%,13%,21%,36%,64%,https://image.msscdn.net/images/goods_img/20210819/2070508/2070508_1_500.jpg?t=20210823101402
507,베이직 클럽 쇼츠 슬리브스티 2658 화이트,상의,반소매 티셔츠,KANGOL,2244194,[],"45,000원",4.9,238,2022 S/S,['남'],"3,104",1.1만 회 이상,1.3천 개 이상,,33%,32%,21%,7%,2%,5%,44%,56%,https://image.msscdn.net/images/goods_img/20220106/2295931/2295931_1_500.jpg?t=20220106163859
508,트리플 나비 자수 반팔 티셔츠 ( 화이트 ),상의,반소매 티셔츠,LETTER FROM MOON,2020SUMANGEL010,"['반팔티', '여름티셔츠', '여자반팔', '크롭', '크롭티']","33,000원",4.7,562,2020 S/S,['여'],"7,111",6.8천 회 이상,1.4천 개 이상,"['걸리시', '캐주얼']",26%,32%,23%,7%,4%,8%,4%,96%,https://image.msscdn.net/images/goods_img/20200513/1443469/1443469_1_500.jpg?t=20220628152938
509,더블 엔젤 와펜 반팔 티셔츠 네이비,상의,반소매 티셔츠,WHATITISNT,MG2200ST06NA,"['반팔티', '여름반팔티', '여름반팔', '반팔티셔츠', '반팔', '더블엔젤']","39,000원",4.8,8304,2022 S/S,"['남', '여']","1,743",8.2천 회 이상,1.4천 개 이상,['캐주얼'],34%,23%,18%,8%,5%,12%,50%,50%,https://image.msscdn.net/images/goods_img/20220328/2448476/2448476_1_500.jpg?t=20220329175133
510,EMBRIODERY DJ HANDSOME DAN TEE WHITE,상의,반소매 티셔츠,YALE,YA4SS5041WH,"['티셔츠', '그래픽', '라운드티', '로고티셔츠', '예일×소니뮤직', '핸섬댄', '유니버시티댄']","39,000원",4.8,865,2021 S/S,['남'],"1,902",3천 회 이상,1.4천 개 이상,['캐주얼'],29%,32%,22%,8%,2%,7%,47%,53%,https://image.msscdn.net/images/goods_img/20210504/1935354/1935354_1_500.jpg?t=20210506163646
511,코마코튼 오버핏 크루넥 반팔티 8 COLOR,상의,반소매 티셔츠,KNITTED,1306817,"['기능성반팔', '루즈핏반팔티', '무지반팔', '반팔', '반팔티', '오버핏반팔', '티셔츠', '아울렛']","24,000원",4.6,446,2020 S/S,"['남', '여']","1,737",1.6만 회 이상,1.3천 개 이상,,13%,21%,29%,16%,10%,11%,71%,29%,https://image.msscdn.net/images/goods_img/20200508/1437373/1437373_4_500.jpg?t=20220628162322
512,크루 넥 7부 티셔츠 [화이트],상의,반소매 티셔츠,MUSINSA STANDARD,MITS0007-WH,"['기본티', '라운드넥', '루즈핏', '면티셔츠', '무지티', '반팔티', 'MU-T', '홈웨어컬렉션']","12,900원",4.7,10157,,['남'],"1,615",1.6천 회 이상,1.4천 개 이상,,21%,18%,19%,17%,11%,14%,80%,20%,https://image.msscdn.net/images/goods_img/20190327/996515/996515_4_500.jpg?t=20201109180821
513,022550 반팔 크루넥 티셔츠,상의,반소매 티셔츠,GIORDANO,022550,"['티셔츠추천', '반팔', '반팔티', '반팔티추천', '남자반팔티', '반팔티셔츠', '여름반팔티']","12,800원",4.8,184,2022 S/S,['남'],826,1.4만 회 이상,1.4천 개 이상,,17%,26%,29%,16%,6%,6%,81%,19%,https://image.msscdn.net/images/goods_img/20220324/2441648/2441648_2_500.jpg?t=20220324120707
514,세렝게TEE 차콜,상의,반소매 티셔츠,FALLETT,FA2200ST04CH,"['티셔츠', '반팔티', '반팔', '오버핏', '그래픽', '루즈핏티셔츠', '세렝게티']","43,000원",4.8,307,2022 S/S,"['남', '여']","5,347",1.6만 회 이상,1.3천 개 이상,"['스트릿', '캐주얼']",28%,34%,23%,7%,3%,5%,41%,59%,https://image.msscdn.net/images/goods_img/20210503/1934937/1934937_6_500.jpg?t=20220408113610
515,시그니처 미니로고 반팔티셔츠 BLACK,상의,반소매 티셔츠,KODAK,K2223LRS34BLK,"['코닥어패럴', '코닥티셔츠', '오버핏', '반팔티', '오버핏반팔', '로고티셔츠', '반팔티셔츠', '미니로고']","39,000원",4.9,388,2022 S/S,['남'],"1,718",1.1만 회 이상,1.3천 개 이상,,21%,19%,27%,15%,7%,11%,56%,44%,https://image.msscdn.net/images/goods_img/20220214/2356955/2356955_1_500.jpg?t=20220214102207
516,pearl t-shirt(white),상의,반소매 티셔츠,ODDPEARL,22SS3T2,"['반팔', '반팔티', '반팔티셔츠', '오버핏반팔', '로고티셔츠', '남녀공용', '티셔츠']","39,000원",4.8,219,2022 S/S,['남'],"2,495",2.4만 회 이상,1.4천 개 이상,['캐주얼'],41%,18%,25%,11%,3%,2%,79%,21%,https://image.msscdn.net/images/goods_img/20220314/2414779/2414779_1_500.jpg?t=20220314091743
517,어센틱 로고 티셔츠 블루차콜,상의,반소매 티셔츠,COVERNAT,CO2100ST01CH,"['라운드티', '반팔티', '로고티셔츠', '베이직티셔츠', '그래픽티셔츠', '반팔', '티셔츠', '썸머컬렉션']","39,000원",4.8,595,2021 S/S,"['남', '여']","3,389",4.7천 회 이상,1.3천 개 이상,,32%,24%,16%,9%,6%,13%,44%,56%,https://image.msscdn.net/images/goods_img/20210324/1860935/1860935_1_500.jpg?t=20210325182652
518,MOT SERIES TEE(MOTOR CITY)_BLACK,상의,반소매 티셔츠,OUTSTANDING,OSTD255,['핏더사이즈PICK'],"39,000원",4.9,486,2022 S/S,['남'],"1,650",9.6천 회 이상,1.3천 개 이상,,19%,29%,29%,11%,4%,8%,85%,15%,https://image.msscdn.net/images/goods_img/20220504/2541063/2541063_1_500.jpg?t=20220504122407
519,[쿨탠다드] 릴렉스 핏 크루 넥 반팔 티셔츠 [머쉬룸],상의,반소매 티셔츠,MUSINSA STANDARD,MMJTS119-MM,"['기능성', '쿨탠다드', 'MU-T', '라운드넥', '여름티', '아스킨', '무지티', '베이직티']","16,900원",4.9,25385,,['남'],593,4.4천 회 이상,1.3천 개 이상,"['댄디', '캐주얼']",9%,15%,25%,23%,16%,12%,84%,16%,https://image.msscdn.net/images/goods_img/20200407/1388792/1388792_1_500.jpg?t=20200407174529
520,캠프 바시티 피그먼트 오버핏 반팔티 블랙 차콜,상의,반소매 티셔츠,TRAVEL,TRTOSURS04UC5,"['반팔', '반팔티', '오버사이즈', '캠프바시티', '티셔츠', '피그먼트', '피그먼트티']","39,000원",4.7,1879,ALL S/S,"['남', '여']","4,952",5.7천 회 이상,1.3천 개 이상,,22%,23%,19%,12%,10%,14%,64%,36%,https://image.msscdn.net/images/goods_img/20190314/982358/982358_2_500.jpg?t=20200406115104
521,헤리티지 세리프 로고 루즈핏 반팔티 (FE2RSE5101XGBL),상의,반소매 티셔츠,FILA,2500FE2RSE5101XGBL,"['로고', '로고티셔츠', '반팔', '오버핏', '티셔츠', '온라인전용', '반팔티셔츠컬렉션']","32,000원",4.7,16472,2020 F/W,"['남', '여']","6,605",2.5천 회 이상,1.4천 개 이상,"['골프', '스포츠']",23%,22%,27%,18%,5%,5%,63%,37%,https://image.msscdn.net/images/goods_img/20200109/1266397/1266397_2_500.jpg?t=20200110105051
